,genre_ids,id,overview,title,year
768,"[28, 53, 18]",379149,Quan is a humble London businessman whose long-buried past erupts in a revenge-fueled vendetta when the only person left for him to love – his teenage daughter – dies in a senseless act of politically-motivated terrorism. His relentless search to find the terrorists leads to a cat-and-mouse conflict with a British government official whose own past may hold the clues to the identities of the elusive killers.,The Foreigner,2017
769,"[16, 35, 10751]",462883,The hyperactive red-headed bird enters a turf war with a big city lawyer wanting to tear down his home in an effort to build a house to flip.,Woody Woodpecker,2017
770,"[28, 18, 53]",464889,"Colombian drug kingpin Jesús Morales secretly pays for the services of a sniper nicknamed ""The Devil,"" capable of killing one-by-one the enemies of anyone who hires him. With no adversaries left alive, Morales grows stronger and gains control of more smuggling routes into the United States. The DEA, alarmed by this threat to the country, sends agent Kate Estrada, who has been following Morales for years, and Marine sniper Brandon Beckett to Colombia. Their mission: Kill ""The Devil"" and bring Morales back to the US to be tried for his crimes. The agents think they have everything under control, but Morales and ""The Devil"" have prepared plenty of surprises to keep the mission from succeeding.",Sniper: Ultimate Kill,2017
771,"[80, 18]",396371,"Molly Bloom, a young skier and former Olympic hopeful becomes a successful entrepreneur (and a target of an FBI investigation) when she establishes a high-stakes, international poker game.",Molly's Game,2017
772,"[35, 18, 878]",301337,A kindly occupational therapist undergoes a new procedure to be shrunken to four inches tall so that he and his wife can help save the planet and afford a nice lifestyle at the same time.,Downsizing,2017
773,[35],431530,"Amy, Kiki and Carla – three under-appreciated and over-burdened women – rebel against the challenges and expectations of the Super Bowl for mothers: Christmas. And if creating a more perfect holiday for their families wasn’t hard enough, they have to do all of that while hosting and entertaining their own mothers.",A Bad Moms Christmas,2017
774,[18],389015,"Competitive ice skater Tonya Harding rises amongst the ranks at the U. S. Figure Skating Championships, but her future in the sport is thrown into doubt when her ex-husband intervenes.","I, Tonya",2017
775,"[28, 53, 80]",460846,"An ex-special services veteran, down on his luck and desperate for work, takes a job as a security guard at a run-down mall in a rough area of town. On his first night on the job, he opens the door to a distraught and desperate young girl who has fled the hijacking of a Police motorcade that was transporting her to testify as a witness in a trial. Hot on her heels is the psychopathic hijacker and his team of henchmen, who will stop at nothing to extract and eliminate the witness.",Security,2017
776,"[35, 18, 10749]",416477,"Pakistan-born comedian Kumail Nanjiani and grad student Emily Gardner fall in love but struggle as their cultures clash. When Emily contracts a mysterious illness, Kumail finds himself forced to face her feisty parents, his family's expectations, and his true feelings.",The Big Sick,2017
777,"[28, 12, 878, 16]",449574,"In the year 2048, the human race is forced to leave Earth after decades of losing against Godzilla and other giant monsters. They take a twenty-year journey to another planet called Tau Ceti-e, but upon arrival, they discover that the planet has become uninhabitable. As living conditions on their ship deteriorate, a young man named Haruo spearheads a movement to return to Earth and take it back from the monsters. The ship successfully makes the return voyage, but the crew realizes that twenty thousand years have passed, with Earth's ecosystem having evolved to become centered around Godzilla.",Godzilla: Planet of the Monsters,2017
778,"[27, 53]",393345,"Confined to an asylum for the criminally insane for the past four years, Nica Pierce is erroneously convinced that she, not Chucky, murdered her entire family. But when her psychiatrist introduces a new therapeutic “tool” to facilitate his patients’ group sessions — an all-too-familiar “Good Guy” doll with an innocently smiling face — a string of grisly deaths begins to plague the asylum, and Nica starts to wonder if maybe she isn’t crazy after all. Meanwhile, Andy Barclay, Chucky’s now all-grown-up nemesis from the first three Child’s Plays, races to Nica’s aid. But to save her he’ll have to get past Tiffany, Chucky’s long-ago bride, who will do anything, no matter how deadly or depraved, to help her beloved evil devilish doll.",Cult of Chucky,2017
779,"[53, 18, 80, 9648]",446791,The story of the kidnapping of 16-year-old John Paul Getty III and the desperate attempt by his devoted mother to convince his billionaire grandfather Jean Paul Getty to pay the ransom.,All the Money in the World,2017
780,[27],433808,"A group of college friends reunite for a trip to the forest, but encounter a menacing presence in the woods that's stalking them.",The Ritual,2017
781,"[18, 36]",397538,"The story of the world's greatest tennis icons – Björn Borg and his biggest rival, the young and talented John McEnroe – and their legendary duel during the 1980 Wimbledon tournament.",Borg vs McEnroe,2017
782,"[18, 53]",293768,A mother (in her Minivan) stops at nothing to recover her kidnapped son.,Kidnap,2017
783,"[18, 9648, 53, 14]",397837,"Samantha Kingston has everything. Then, everything changes. After one fateful night, she wakes up with no future at all. Trapped into reliving the same day over and over, she begins to question just how perfect her life really was.",Before I Fall,2017
784,"[28, 16, 12, 10751]",274862,"Six young ninjas are tasked with defending their island home of Ninjago. By night, they’re gifted warriors using their skill and awesome fleet of vehicles to fight villains and monsters. By day, they’re ordinary teens struggling against their greatest enemy....high school.",The LEGO Ninjago Movie,2017
785,"[28, 80, 53]",398175,"After working as a drug courier and getting into a brutal shootout with police, a former boxer finds himself at the mercy of his enemies as they force him to instigate violent acts that turn the prison he resides in into a battleground.",Brawl in Cell Block 99,2017
786,[878],423988,A pilot battles to save his family and the planet after an experiment for unlimited energy goes wrong.,Kill Switch,2017
787,"[28, 12, 10752, 14]",350312,"When Mahendra, the son of Bahubali, learns about his heritage, he begins to look for answers. His story is juxtaposed with past events that unfolded in the Mahishmati Kingdom.",Baahubali 2: The Conclusion,2017
788,"[80, 18, 9648, 53]",395834,An FBI agent teams with the town's veteran game tracker to investigate a murder that occurred on a Native American reservation.,Wind River,2017
